region,age,gender,raceethnicity,cli,hh_cmnty_cli,period,trust_experts
NY,45-64,Male,NotReported,2.4104893,17.7431219,2021-12-01,40.62256445
NY,45-64,NotReported,NonHispanicWhite,1.3745704,30.7291667,2021-12-01,35.271446075
NY,65plus,Female,Hispanic,0.6443206,22.726609,2021-12-01,62.69602135
NY,65plus,Female,NonHispanicBlackAfricanAmerican,1.1208742,17.1103255,2021-12-01,63.087245525
NY,65plus,Female,NonHispanicMultipleOther,1.9263217,18.7270314,2021-12-01,50.019565175
NY,65plus,Female,NonHispanicWhite,0.4172969,22.1831378,2021-12-01,63.251954125000005
NY,65plus,Female,NotReported,0.0,21.2708089,2021-12-01,54.097070325000004
NY,65plus,Male,Hispanic,1.3259947,25.9117585,2021-12-01,63.356040825
NY,65plus,Male,NonHispanicAsian,0.0,10.15625,2021-12-01,61.425667849999996
NY,65plus,Male,NonHispanicBlackAfricanAmerican,0.1606893,15.1284582,2021-12-01,64.529304
NY,65plus,Male,NonHispanicMultipleOther,0.2057077,15.365271,2021-12-01,48.951271175
NY,65plus,Male,NonHispanicWhite,0.4736391,21.3314478,2021-12-01,57.275299125000004
NY,65plus,Male,NotReported,0.3001989,23.2814537,2021-12-01,49.305555549999994
NY,65plus,NotReported,NonHispanicWhite,0.9375,7.6388889,2021-12-01,49.34185056666667
NY,NotReported,NotReported,NotReported,2.5516432,26.6385624,2021-12-01,45.9706112
OH,18-24,Female,NonHispanicWhite,5.2400219,52.894487,2021-12-01,59.373151525
OH,18-24,Male,NonHispanicWhite,4.3697465,42.0643179,2021-12-01,50.0
OH,25-44,Female,Hispanic,6.3759314,54.3249362,2021-12-01,51.936714425
OH,25-44,Female,NonHispanicBlackAfricanAmerican,5.3328946,45.632324,2021-12-01,44.391505875
OH,25-44,Female,NonHispanicMultipleOther,7.0607775,47.1845844,2021-12-01,40.264763775
OH,25-44,Female,NonHispanicWhite,3.7908427,46.759885,2021-12-01,56.273715499999994
OH,25-44,Male,Hispanic,2.2813411,33.1460674,2021-12-01,45.439456125
OH,25-44,Male,NonHispanicBlackAfricanAmerican,5.0566092,34.9525636,2021-12-01,31.39611615
OH,25-44,Male,NonHispanicMultipleOther,5.0758692,32.1225481,2021-12-01,37.647058825
OH,25-44,Male,NonHispanicWhite,3.142467,37.2999692,2021-12-01,47.7193511
OH,45-64,Female,Hispanic,6.4248986,42.3351764,2021-12-01,49.320011425000004
OH,45-64,Female,NonHispanicBlackAfricanAmerican,2.594563,31.5855015,2021-12-01,52.139157675
OH,45-64,Female,NonHispanicMultipleOther,3.2852648,36.6798341,2021-12-01,43.366150275
OH,45-64,Female,NonHispanicWhite,2.3440213,39.924437,2021-12-01,54.7682016
OH,45-64,Female,NotReported,3.5257674,33.811067,2021-12-01,44.31818185
OH,45-64,Male,Hispanic,4.9179664,31.8057501,2021-12-01,48.1326018
OH,45-64,Male,NonHispanicBlackAfricanAmerican,2.0751599,27.0631141,2021-12-01,58.7455591
OH,45-64,Male,NonHispanicMultipleOther,2.0371918,30.5136702,2021-12-01,28.744425825
OH,45-64,Male,NonHispanicWhite,2.2895174,32.4820048,2021-12-01,46.705017975
OH,45-64,NotReported,NonHispanicWhite,3.5148948,26.6568781,2021-12-01,32.92268615
OH,65plus,Female,NonHispanicBlackAfricanAmerican,1.0320301,23.6600455,2021-12-01,66.167275025
OH,65plus,Female,NonHispanicMultipleOther,0.6013746,30.8988764,2021-12-01,52.9177296
OH,65plus,Female,NonHispanicWhite,0.8649023,28.9915222,2021-12-01,61.161312475
OH,65plus,Female,NotReported,1.245752,28.094396,2021-12-01,50.189508875
OH,65plus,Male,NonHispanicBlackAfricanAmerican,0.7691719,23.6080269,2021-12-01,67.23982335
OH,65plus,Male,NonHispanicMultipleOther,0.5882353,31.097561,2021-12-01,26.612367025
OH,65plus,Male,NonHispanicWhite,0.9370507,28.0846701,2021-12-01,49.2818684
OH,NotReported,NotReported,NotReported,3.9482962,37.7466521,2021-12-01,43.877551025
OK,18-24,Female,NonHispanicWhite,3.2474019,41.9191919,2021-12-01,50.892857125
OK,25-44,Female,Hispanic,7.3904787,35.1050877,2021-12-01,50.0
OK,25-44,Female,NonHispanicAmericanIndianAlaskaNative,5.4452312,41.6673421,2021-12-01,41.666666675
OK,25-44,Female,NonHispanicMultipleOther,2.5469415,33.6942042,2021-12-01,45.723684225
OK,25-44,Female,NonHispanicWhite,3.19309,36.0640538,2021-12-01,49.8884547
OK,25-44,Male,NonHispanicMultipleOther,1.4375631,21.5,2021-12-01,37.5
OK,25-44,Male,NonHispanicWhite,2.1143707,25.4718123,2021-12-01,40.82441235
OK,45-64,Female,Hispanic,1.9286013,27.2357155,2021-12-01,55.78728185
OK,45-64,Female,NonHispanicAmericanIndianAlaskaNative,1.9879844,29.7057601,2021-12-01,45.532661425
OK,45-64,Female,NonHispanicMultipleOther,1.206246,27.7281977,2021-12-01,45.1767186
OK,45-64,Female,NonHispanicWhite,2.0808877,32.0374433,2021-12-01,51.244515925
OK,45-64,Male,NonHispanicAmericanIndianAlaskaNative,2.1016741,37.0425055,2021-12-01,49.777177099999996
OK,45-64,Male,NonHispanicMultipleOther,2.3711303,24.0351659,2021-12-01,22.9486687
OK,45-64,Male,NonHispanicWhite,1.1695565,23.3460609,2021-12-01,40.338192975
OK,65plus,Female,NonHispanicAmericanIndianAlaskaNative,0.0,23.4867972,2021-12-01,66.264705875
OK,65plus,Female,NonHispanicMultipleOther,0.0,25.0942441,2021-12-01,57.930733075
OK,65plus,Female,NonHispanicWhite,0.4564049,22.3533225,2021-12-01,56.715034925
OK,65plus,Male,NonHispanicWhite,0.8371721,21.6109696,2021-12-01,43.742051775
OR,18-24,Female,NonHispanicWhite,1.4287811,35.368205,2021-12-01,61.53846155
OR,25-44,Female,Hispanic,1.8181594,24.7102225,2021-12-01,56.0
OR,25-44,Female,NonHispanicMultipleOther,0.9151333,17.4253793,2021-12-01,44.298245625
OR,25-44,Female,NonHispanicWhite,2.3458481,25.9349107,2021-12-01,59.637920925
OR,25-44,Male,Hispanic,0.0,27.8409091,2021-12-01,48.863636375
OR,25-44,Male,NonHispanicWhite,1.9024722,20.2989448,2021-12-01,54.74480965
OR,45-64,Female,Hispanic,1.4960826,18.1108123,2021-12-01,61.4749637
OR,45-64,Female,NonHispanicMultipleOther,1.6078301,27.7739109,2021-12-01,51.1418919
OR,45-64,Female,NonHispanicWhite,0.6641029,18.4533849,2021-12-01,62.4438531
OR,45-64,Male,Hispanic,2.1067042,21.0227273,2021-12-01,65.33352995
OR,45-64,Male,NonHispanicMultipleOther,3.0,18.6868687,2021-12-01,35.119047625
OR,45-64,Male,NonHispanicWhite,0.4954318,16.5048973,2021-12-01,57.966737725
OR,65plus,Female,NonHispanicMultipleOther,3.2739047,25.257732,2021-12-01,58.786049274999996
OR,65plus,Female,NonHispanicWhite,0.5088878,14.6744858,2021-12-01,66.99979435
OR,65plus,Male,NonHispanicWhite,0.6195363,13.8032902,2021-12-01,63.532321275
PA,18-24,Female,NonHispanicWhite,3.9354744,47.9946559,2021-12-01,60.212991224999996
PA,18-24,Male,NonHispanicWhite,2.2007754,33.7310249,2021-12-01,50.74626865
PA,25-44,Female,Hispanic,5.6298705,34.3190385,2021-12-01,46.773238175
PA,25-44,Female,NonHispanicBlackAfricanAmerican,2.2236628,30.7211169,2021-12-01,44.814524575
PA,25-44,Female,NonHispanicMultipleOther,4.4118565,32.3481207,2021-12-01,44.4202303
PA,25-44,Female,NonHispanicWhite,3.3208253,41.9106591,2021-12-01,56.147718850000004
PA,25-44,Male,Hispanic,5.888418,34.2566096,2021-12-01,48.698790425
PA,25-44,Male,NonHispanicMultipleOther,4.6081872,30.7886971,2021-12-01,33.454709375
PA,25-44,Male,NonHispanicWhite,2.7551841,31.3832261,2021-12-01,48.91481115
PA,45-64,Female,Hispanic,4.2630646,32.3587169,2021-12-01,49.17722585
PA,45-64,Female,NonHispanicBlackAfricanAmerican,2.4941286,20.9759861,2021-12-01,49.91359895
PA,45-64,Female,NonHispanicMultipleOther,1.0332006,29.1446473,2021-12-01,43.77732825
PA,45-64,Female,NonHispanicWhite,1.7046244,35.2872033,2021-12-01,56.78772515
PA,45-64,Male,Hispanic,2.1945708,23.9713366,2021-12-01,54.759082325
PA,45-64,Male,NonHispanicBlackAfricanAmerican,1.5793452,18.6611966,2021-12-01,52.3307858
PA,45-64,Male,NonHispanicMultipleOther,3.7184313,30.1467177,2021-12-01,26.251956175
PA,45-64,Male,NonHispanicWhite,2.0774135,29.1422416,2021-12-01,47.701783675
PA,45-64,NotReported,NonHispanicWhite,1.1877837,27.2448732,2021-12-01,33.30592105
PA,65plus,Female,Hispanic,2.1265677,19.3291428,2021-12-01,65.2682347
PA,65plus,Female,NonHispanicBlackAfricanAmerican,0.8815335,21.0152843,2021-12-01,61.169429725
PA,65plus,Female,NonHispanicMultipleOther,0.0,16.6666667,2021-12-01,40.4374758
PA,65plus,Female,NonHispanicWhite,0.8156588,26.49721,2021-12-01,60.556602775
PA,65plus,Female,NotReported,1.8114792,31.3480477,2021-12-01,51.892684625
PA,65plus,Male,Hispanic,3.0120482,27.7777778,2021-12-01,59.463683875
PA,65plus,Male,NonHispanicBlackAfricanAmerican,0.2950872,22.8376294,2021-12-01,62.24689715
PA,65plus,Male,NonHispanicMultipleOther,2.2222222,16.2650602,2021-12-01,42.2757475
PA,65plus,Male,NonHispanicWhite,0.651903,23.5123255,2021-12-01,52.61517185
PA,65plus,Male,NotReported,0.0,20.0772013,2021-12-01,38.774020525
PA,NotReported,NotReported,NotReported,3.9240142,32.5588581,2021-12-01,43.48404255
RI,25-44,Female,NonHispanicWhite,4.8204094,43.8325412,2021-12-01,57.82518395
RI,25-44,Male,NonHispanicWhite,0.2411993,26.8508666,2021-12-01,49.67105265
RI,45-64,Female,NonHispanicWhite,2.4881193,31.237354,2021-12-01,58.49672705
RI,45-64,Male,NonHispanicWhite,1.7991317,27.7379356,2021-12-01,62.13688395
RI,65plus,Female,NonHispanicWhite,0.9601815,25.3765329,2021-12-01,61.667772275000004
RI,65plus,Male,NonHispanicWhite,0.6768809,18.9163481,2021-12-01,61.548472925
SC,18-24,Female,NonHispanicWhite,1.684356,40.8817381,2021-12-01,56.92307695
SC,25-44,Female,Hispanic,2.645424,29.4180996,2021-12-01,45.4059829
SC,25-44,Female,NonHispanicBlackAfricanAmerican,4.2576134,29.9941225,2021-12-01,41.57599235
SC,25-44,Female,NonHispanicWhite,2.7934124,33.6219589,2021-12-01,49.739064125
SC,25-44,Male,NonHispanicWhite,1.8267395,22.1149545,2021-12-01,42.606659475
SC,45-64,Female,Hispanic,3.3237413,26.5,2021-12-01,54.5139531
SC,45-64,Female,NonHispanicBlackAfricanAmerican,1.4193771,21.4935359,2021-12-01,57.96808835
SC,45-64,Female,NonHispanicMultipleOther,3.3236364,30.6367373,2021-12-01,38.636363625
SC,45-64,Female,NonHispanicWhite,1.7446392,26.7957714,2021-12-01,51.313994324999996
SC,45-64,Male,NonHispanicBlackAfricanAmerican,0.8898837,14.394669,2021-12-01,59.966256575
SC,45-64,Male,NonHispanicMultipleOther,3.5852713,19.4117647,2021-12-01,32.558139525
SC,45-64,Male,NonHispanicWhite,1.0494815,19.5584464,2021-12-01,40.53631755
SC,65plus,Female,NonHispanicBlackAfricanAmerican,0.556679,12.1151556,2021-12-01,58.680126075000004
SC,65plus,Female,NonHispanicWhite,0.8424399,19.0263052,2021-12-01,54.849882300000004
SC,65plus,Male,NonHispanicBlackAfricanAmerican,0.4447874,18.3887199,2021-12-01,70.557160475
SC,65plus,Male,NonHispanicWhite,0.6059527,15.0303865,2021-12-01,47.535761325
SC,NotReported,NotReported,NotReported,2.9754185,25.051415,2021-12-01,48.873299325
SD,25-44,Female,NonHispanicWhite,2.5376795,41.8756369,2021-12-01,51.7953536
SD,25-44,Male,NonHispanicWhite,4.6122241,35.7244461,2021-12-01,39.610389600000005
SD,45-64,Female,NonHispanicWhite,1.3416382,36.7544946,2021-12-01,59.8668095
SD,45-64,Male,NonHispanicWhite,0.7597087,23.9738366,2021-12-01,45.020113
SD,65plus,Female,NonHispanicWhite,0.9606601,21.2230523,2021-12-01,63.488825375000005
SD,65plus,Male,NonHispanicWhite,0.0961518,18.8193841,2021-12-01,58.958809975
TN,18-24,Female,NonHispanicWhite,5.0019268,48.1924516,2021-12-01,53.963414625
TN,25-44,Female,Hispanic,5.979898,36.465023,2021-12-01,55.602503025
TN,25-44,Female,NonHispanicBlackAfricanAmerican,4.2794814,26.5222047,2021-12-01,35.1622718
TN,25-44,Female,NonHispanicMultipleOther,3.452381,32.7956989,2021-12-01,35.2272727
TN,25-44,Female,NonHispanicWhite,3.5236961,38.37618,2021-12-01,50.2865684
TN,25-44,Male,NonHispanicWhite,2.9955872,28.599222,2021-12-01,42.40210145
TN,45-64,Female,Hispanic,1.552795,24.1176471,2021-12-01,53.507311475
TN,45-64,Female,NonHispanicBlackAfricanAmerican,3.0565057,21.0670595,2021-12-01,47.29323665
TN,45-64,Female,NonHispanicMultipleOther,2.5191761,30.1974403,2021-12-01,34.93975905
TN,45-64,Female,NonHispanicWhite,2.0237053,31.5282014,2021-12-01,50.3503026
TN,45-64,Male,NonHispanicBlackAfricanAmerican,2.9999156,24.3034183,2021-12-01,56.61992365
TN,45-64,Male,NonHispanicMultipleOther,2.3597888,19.0546629,2021-12-01,22.3193473
TN,45-64,Male,NonHispanicWhite,1.2644007,23.80079,2021-12-01,41.965305474999994
TN,65plus,Female,NonHispanicBlackAfricanAmerican,0.2662605,12.4822673,2021-12-01,66.51752485
TN,65plus,Female,NonHispanicWhite,0.9963907,23.9510982,2021-12-01,55.2563718
TN,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,12.6373626,2021-12-01,62.20930235
TN,65plus,Male,NonHispanicWhite,0.7037997,20.0432293,2021-12-01,47.790827875000005
TN,NotReported,NotReported,NotReported,3.3435444,29.0951885,2021-12-01,34.686840125
TX,18-24,Female,Hispanic,3.825261,38.0394058,2021-12-01,54.8911845
TX,18-24,Female,NonHispanicWhite,2.5082998,36.6575649,2021-12-01,54.961747775
TX,18-24,Male,Hispanic,1.8574346,32.1771573,2021-12-01,57.591637399999996
TX,18-24,Male,NonHispanicWhite,5.1737651,30.8726006,2021-12-01,46.98970735
TX,25-44,Female,Hispanic,3.311784,33.291115,2021-12-01,52.31510105
TX,25-44,Female,NonHispanicAsian,1.8521802,24.8085086,2021-12-01,69.528335725
TX,25-44,Female,NonHispanicBlackAfricanAmerican,4.1966233,31.6519094,2021-12-01,51.3116709
TX,25-44,Female,NonHispanicMultipleOther,2.48103,32.9672891,2021-12-01,45.2554654
TX,25-44,Female,NonHispanicWhite,3.2509086,32.1873259,2021-12-01,55.977982749999995
TX,25-44,Male,Hispanic,3.6288117,30.6020459,2021-12-01,47.868931125
TX,25-44,Male,NonHispanicAsian,1.4454268,22.9650875,2021-12-01,74.26145115
TX,25-44,Male,NonHispanicBlackAfricanAmerican,3.8885136,20.8477026,2021-12-01,47.2120747
TX,25-44,Male,NonHispanicMultipleOther,1.9535665,22.6918001,2021-12-01,30.263157875
TX,25-44,Male,NonHispanicWhite,1.8671671,24.9641632,2021-12-01,46.992296475
TX,45-64,Female,Hispanic,2.2704619,27.6007478,2021-12-01,56.0320646
TX,45-64,Female,NonHispanicAsian,2.1708321,28.9535651,2021-12-01,55.76052015
TX,45-64,Female,NonHispanicBlackAfricanAmerican,1.2922765,20.4993832,2021-12-01,49.97716855
TX,45-64,Female,NonHispanicMultipleOther,2.3655376,26.7347191,2021-12-01,43.594619675000004
TX,45-64,Female,NonHispanicWhite,2.0509409,26.1937989,2021-12-01,51.806425925
TX,45-64,Female,NotReported,1.0283516,19.6140254,2021-12-01,44.0234375
TX,45-64,Male,Hispanic,1.7982743,23.118263,2021-12-01,53.65333835
TX,45-64,Male,NonHispanicAsian,2.4672495,22.4080518,2021-12-01,63.28266785
TX,45-64,Male,NonHispanicBlackAfricanAmerican,0.551964,15.2708255,2021-12-01,60.334977
TX,45-64,Male,NonHispanicMultipleOther,3.1288509,18.5573621,2021-12-01,31.904534025
TX,45-64,Male,NonHispanicWhite,1.5862191,19.3387907,2021-12-01,44.655092499999995
TX,45-64,Male,NotReported,2.7191421,21.5925818,2021-12-01,37.43056605
TX,45-64,NotReported,Hispanic,3.7680099,27.3255814,2021-12-01,36.043785225
TX,45-64,NotReported,NonHispanicWhite,3.6569238,33.1632653,2021-12-01,23.97959185
TX,65plus,Female,Hispanic,0.7488676,19.7454071,2021-12-01,56.88989335
TX,65plus,Female,NonHispanicBlackAfricanAmerican,0.5324588,17.9309115,2021-12-01,62.876413525000004
TX,65plus,Female,NonHispanicMultipleOther,4.1450512,27.510175,2021-12-01,48.5779779
TX,65plus,Female,NonHispanicWhite,0.7724712,19.244258,2021-12-01,55.553569675
TX,65plus,Female,NotReported,1.0527195,20.8546715,2021-12-01,48.799272425
TX,65plus,Male,Hispanic,0.4123751,20.0848056,2021-12-01,59.399337325
TX,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,12.683721,2021-12-01,68.147192925
TX,65plus,Male,NonHispanicMultipleOther,0.9429288,11.7973104,2021-12-01,31.270511024999998
TX,65plus,Male,NonHispanicWhite,0.7183502,15.6805532,2021-12-01,47.0789748
TX,65plus,Male,NotReported,0.3718002,23.2742521,2021-12-01,43.840355450000004
TX,NotReported,NotReported,NotReported,3.0177126,27.5973458,2021-12-01,43.081486525
UT,18-24,Female,NonHispanicWhite,2.7786479,38.7775235,2021-12-01,64.0449438
UT,18-24,Male,NonHispanicWhite,2.3809524,47.5308642,2021-12-01,47.395833325
UT,25-44,Female,Hispanic,3.7768814,38.1077238,2021-12-01,58.333333325
UT,25-44,Female,NonHispanicWhite,2.7801733,35.7328829,2021-12-01,58.02139475
UT,25-44,Male,Hispanic,1.2755102,29.2553191,2021-12-01,58.743686875
UT,25-44,Male,NonHispanicWhite,1.9772789,30.1352267,2021-12-01,48.139174925
UT,45-64,Female,Hispanic,1.0755516,26.2621368,2021-12-01,58.712121225
UT,45-64,Female,NonHispanicWhite,1.721898,33.8500023,2021-12-01,59.600483
UT,45-64,Male,Hispanic,0.0,25.2475248,2021-12-01,54.929078025
UT,45-64,Male,NonHispanicWhite,1.3537717,22.6332477,2021-12-01,52.58281605
UT,65plus,Female,NonHispanicWhite,0.4332483,21.1181301,2021-12-01,60.502441575
UT,65plus,Male,NonHispanicWhite,0.3314352,21.3677834,2021-12-01,56.313377675
VA,18-24,Female,NonHispanicWhite,3.1936972,41.0595294,2021-12-01,58.0
VA,25-44,Female,Hispanic,3.3877565,25.1752436,2021-12-01,50.94936535
VA,25-44,Female,NonHispanicAsian,2.8202979,21.2643678,2021-12-01,73.6933395
VA,25-44,Female,NonHispanicBlackAfricanAmerican,2.7516211,33.2496059,2021-12-01,43.4088957
VA,25-44,Female,NonHispanicMultipleOther,2.9837174,31.8908091,2021-12-01,55.0
VA,25-44,Female,NonHispanicWhite,2.6599432,33.4817934,2021-12-01,59.580602575
VA,25-44,Male,Hispanic,3.258843,21.8389484,2021-12-01,50.870546175
VA,25-44,Male,NonHispanicBlackAfricanAmerican,2.8644928,24.6088369,2021-12-01,48.412698425
VA,25-44,Male,NonHispanicMultipleOther,2.2763182,21.4294839,2021-12-01,39.999999975
VA,25-44,Male,NonHispanicWhite,2.2356597,29.6131775,2021-12-01,52.487009475
VA,45-64,Female,Hispanic,3.5066417,25.7464622,2021-12-01,55.48101995
VA,45-64,Female,NonHispanicBlackAfricanAmerican,1.1740431,19.7189661,2021-12-01,52.139102275
VA,45-64,Female,NonHispanicMultipleOther,3.7907613,28.3641912,2021-12-01,46.41763625
VA,45-64,Female,NonHispanicWhite,2.1902312,30.2228725,2021-12-01,59.5080123
VA,45-64,Male,Hispanic,1.4956974,24.7734739,2021-12-01,56.8620907
VA,45-64,Male,NonHispanicBlackAfricanAmerican,1.468059,15.7386254,2021-12-01,67.133176825
VA,45-64,Male,NonHispanicMultipleOther,2.7955694,15.4998572,2021-12-01,35.350165975
VA,45-64,Male,NonHispanicWhite,1.2245115,22.2003697,2021-12-01,52.254379975
VA,65plus,Female,Hispanic,0.0,26.7123288,2021-12-01,59.791540825
VA,65plus,Female,NonHispanicBlackAfricanAmerican,0.4300131,14.7237701,2021-12-01,58.487924774999996
VA,65plus,Female,NonHispanicWhite,0.5821586,18.9323978,2021-12-01,63.407600275
VA,65plus,Male,NonHispanicBlackAfricanAmerican,0.4235579,11.4091631,2021-12-01,66.814168925
VA,65plus,Male,NonHispanicWhite,0.4552703,15.1623297,2021-12-01,58.6479435
VA,NotReported,NotReported,NotReported,3.1113114,24.9882128,2021-12-01,41.453485825
VT,25-44,Female,NonHispanicWhite,0.5844487,34.8613332,2021-12-01,61.41684347499999
VT,25-44,Male,NonHispanicWhite,2.9991407,23.2593159,2021-12-01,61.1111111
VT,45-64,Female,NonHispanicWhite,0.8725851,26.7026253,2021-12-01,64.547002075
VT,45-64,Male,NonHispanicWhite,1.8472628,21.1373897,2021-12-01,59.911227724999996
VT,65plus,Female,NonHispanicWhite,0.1039176,17.9013359,2021-12-01,71.828148
VT,65plus,Male,NonHispanicWhite,1.4578781,16.2143813,2021-12-01,68.549000925
WA,18-24,Female,NonHispanicWhite,3.3853056,29.9252586,2021-12-01,62.810502975000006
WA,25-44,Female,Hispanic,2.2045476,22.7008074,2021-12-01,54.330996075
WA,25-44,Female,NonHispanicAsian,0.6500781,17.5731473,2021-12-01,62.1519608
WA,25-44,Female,NonHispanicMultipleOther,2.5987115,28.2629704,2021-12-01,48.39710875
WA,25-44,Female,NonHispanicWhite,1.5408566,27.4864669,2021-12-01,62.064661325
WA,25-44,Male,Hispanic,4.0513902,19.7875344,2021-12-01,53.49242425
WA,25-44,Male,NonHispanicAsian,1.9946258,16.5,2021-12-01,62.853506775
WA,25-44,Male,NonHispanicMultipleOther,3.7890838,19.3555027,2021-12-01,46.9387755
WA,25-44,Male,NonHispanicWhite,2.2677512,22.1589603,2021-12-01,55.13997315
WA,45-64,Female,Hispanic,1.3527054,22.4109648,2021-12-01,61.343618225
WA,45-64,Female,NonHispanicAmericanIndianAlaskaNative,3.0880453,34.2105263,2021-12-01,54.105718075
WA,45-64,Female,NonHispanicMultipleOther,2.0272149,22.2003013,2021-12-01,49.7094979
WA,45-64,Female,NonHispanicWhite,1.1215128,22.1434497,2021-12-01,66.42050975000001
WA,45-64,Male,Hispanic,1.0125266,20.5475678,2021-12-01,57.35629145
WA,45-64,Male,NonHispanicAsian,0.0,11.3333333,2021-12-01,62.19512193333333
WA,45-64,Male,NonHispanicMultipleOther,1.3423235,24.8952361,2021-12-01,46.259110525
WA,45-64,Male,NonHispanicWhite,0.9345501,17.5689358,2021-12-01,61.300966974999994
WA,65plus,Female,NonHispanicMultipleOther,1.1620907,20.7901579,2021-12-01,61.335450675000004
WA,65plus,Female,NonHispanicWhite,0.5581574,15.2356441,2021-12-01,70.27602345
WA,65plus,Male,NonHispanicWhite,0.2611113,12.6574705,2021-12-01,67.08771540000001
WA,NotReported,NotReported,NotReported,3.3537155,22.8087194,2021-12-01,61.729797950000005
WI,18-24,Female,NonHispanicWhite,6.7182377,40.7022867,2021-12-01,54.870165625
WI,18-24,Male,NonHispanicWhite,0.8422939,33.1460674,2021-12-01,53.4883721
WI,25-44,Female,Hispanic,6.5066626,39.4053158,2021-12-01,42.8080649
WI,25-44,Female,NonHispanicWhite,2.4815126,37.4116116,2021-12-01,58.0898303
WI,25-44,Male,NonHispanicWhite,2.1272355,31.5117543,2021-12-01,49.609755475
WI,45-64,Female,Hispanic,3.7417829,35.7055236,2021-12-01,54.082350250000005
WI,45-64,Female,NonHispanicMultipleOther,0.8426966,22.2891566,2021-12-01,52.0
WI,45-64,Female,NonHispanicWhite,1.7978861,33.3548279,2021-12-01,63.1196753
WI,45-64,Male,NonHispanicMultipleOther,2.4267399,21.4285714,2021-12-01,27.2727273
WI,45-64,Male,NonHispanicWhite,2.1611442,27.6148741,2021-12-01,50.58694915
WI,65plus,Female,NonHispanicWhite,0.7098361,23.5036055,2021-12-01,68.19253925
WI,65plus,Male,NonHispanicWhite,0.5068912,21.765824,2021-12-01,58.620964474999994
WI,NotReported,NotReported,NotReported,3.2033442,34.122882,2021-12-01,54.3498818
WV,18-24,Female,NonHispanicWhite,4.8442441,39.8451191,2021-12-01,55.231560900000005
WV,25-44,Female,NonHispanicWhite,4.1528056,41.1982168,2021-12-01,47.197472025
WV,25-44,Male,NonHispanicWhite,3.8579761,30.2692194,2021-12-01,45.538577725
WV,45-64,Female,NonHispanicWhite,2.8092038,34.9901515,2021-12-01,47.599330699999996
WV,45-64,Male,NonHispanicWhite,1.9787926,26.1553005,2021-12-01,40.7547919
WV,65plus,Female,NonHispanicWhite,1.2849394,27.3338599,2021-12-01,55.058309924999996
WV,65plus,Male,NonHispanicWhite,0.5758123,25.1298218,2021-12-01,51.6098136
WY,25-44,Female,NonHispanicWhite,1.4549612,31.5342267,2021-12-01,54.032258049999996
WY,25-44,Male,NonHispanicWhite,2.8911565,24.4791667,2021-12-01,33.5
WY,45-64,Female,NonHispanicWhite,0.5368908,28.777213,2021-12-01,52.3414004
WY,45-64,Male,NonHispanicWhite,1.3062849,23.4921596,2021-12-01,41.25
WY,65plus,Female,NonHispanicWhite,1.1381767,25.0218816,2021-12-01,63.3067468
WY,65plus,Male,NonHispanicWhite,1.4354396,28.9752277,2021-12-01,49.134677374999995
AK,25-44,Female,NonHispanicWhite,3.4092498,60.3246334,2022-01-01,56.4614434
AK,25-44,Male,NonHispanicWhite,5.0698935,44.2881146,2022-01-01,38.636363625
AK,45-64,Female,NonHispanicAmericanIndianAlaskaNative,3.7356322,51.1764706,2022-01-01,39.847077033333335
AK,45-64,Female,NonHispanicWhite,2.3226109,46.4148111,2022-01-01,56.036444825000004
AK,45-64,Male,NonHispanicWhite,1.5182165,44.6989594,2022-01-01,47.31182795
AK,65plus,Female,NonHispanicWhite,0.7387304,39.1504469,2022-01-01,63.78427425
AK,65plus,Male,NonHispanicWhite,0.0,31.0195024,2022-01-01,49.906650075
AL,18-24,Female,NonHispanicWhite,9.5847444,63.8970747,2022-01-01,50.139922475
AL,25-44,Female,Hispanic,4.9617981,58.8393564,2022-01-01,47.413793125
AL,25-44,Female,NonHispanicBlackAfricanAmerican,4.9585381,52.3079778,2022-01-01,33.94016935
AL,25-44,Female,NonHispanicMultipleOther,9.96601,65.1985985,2022-01-01,35.068139099999996
AL,25-44,Female,NonHispanicWhite,10.0417313,66.2019789,2022-01-01,42.29692695
AL,25-44,Male,NonHispanicBlackAfricanAmerican,4.1663657,40.1715176,2022-01-01,29.264705875
AL,25-44,Male,NonHispanicWhite,7.4888655,51.201188,2022-01-01,35.523882175
AL,45-64,Female,Hispanic,4.6842105,50.0,2022-01-01,53.4699151
AL,45-64,Female,NonHispanicBlackAfricanAmerican,4.3717277,40.0778359,2022-01-01,49.023530075000004
AL,45-64,Female,NonHispanicMultipleOther,4.832831,42.6119447,2022-01-01,47.605580700000004
AL,45-64,Female,NonHispanicWhite,6.87475,55.6986961,2022-01-01,41.272743225
AL,45-64,Male,NonHispanicBlackAfricanAmerican,2.5291943,34.1949758,2022-01-01,52.345629475
AL,45-64,Male,NonHispanicWhite,5.7384717,44.7759303,2022-01-01,36.801240575
AL,65plus,Female,NonHispanicBlackAfricanAmerican,1.9926272,26.7087723,2022-01-01,60.008837025000005
AL,65plus,Female,NonHispanicWhite,2.2907385,43.7160715,2022-01-01,46.502742275
AL,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,26.5890263,2022-01-01,64.50757575
AL,65plus,Male,NonHispanicWhite,1.6351865,37.2745677,2022-01-01,42.99994175
